sample_index,target_game_id,target_date,season,home_team_code,home_team,away_team_code,away_team,y_home_win,window,sequence_mode,crosses_season_boundary,home_history_start,home_history_end,away_history_start,away_history_end,split,train_end_date,validation_end_date
1495,S33G01N161,2019-01-10,2018-2019,35,서울삼성,55,서울SK,1,3,carryover,0,2018-12-30,2019-01-05,2019-01-03,2019-01-08,train,2021-04-06,2023-03-29
1496,S33G01N162,2019-01-11,2018-2019,60,전주KCC,30,고양오리온,0,3,carryover,0,2019-01-04,2019-01-08,2019-01-04,2019-01-09,train,2021-04-06,2023-03-29
1497,S33G01N163,2019-01-11,2018-2019,06,부산KT,70,안양KGC,1,3,carryover,0,2019-01-05,2019-01-09,2019-01-04,2019-01-08,train,2021-04-06,2023-03-29
1498,S33G01N164,2019-01-12,2018-2019,35,서울삼성,10,울산현대모비스,1,3,carryover,0,2019-01-02,2019-01-10,2019-01-05,2019-01-10,train,2021-04-06,2023-03-29
1499,S33G01N165,2019-01-12,2018-2019,65,인천전자랜드,50,창원LG,1,3,carryover,0,2019-01-03,2019-01-09,2019-01-04,2019-01-10,train,2021-04-06,2023-03-29
1500,S33G01N166,2019-01-12,2018-2019,16,원주DB,55,서울SK,1,3,carryover,0,2019-01-05,2019-01-09,2019-01-05,2019-01-10,train,2021-04-06,2023-03-29
1501,S33G01N167,2019-01-13,2018-2019,35,서울삼성,50,창원LG,0,3,carryover,0,2019-01-05,2019-01-12,2019-01-06,2019-01-12,train,2021-04-06,2023-03-29
1502,S33G01N168,2019-01-13,2018-2019,70,안양KGC,65,인천전자랜드,0,3,carryover,0,2019-01-06,2019-01-11,2019-01-05,2019-01-12,train,2021-04-06,2023-03-29
1503,S33G01N169,2019-01-13,2018-2019,60,전주KCC,06,부산KT,0,3,carryover,0,2019-01-06,2019-01-11,2019-01-06,2019-01-11,train,2021-04-06,2023-03-29
1504,S33G01N171,2019-01-15,2018-2019,30,고양오리온,50,창원LG,0,3,carryover,0,2019-01-06,2019-01-11,2019-01-10,2019-01-13,train,2021-04-06,2023-03-29
1505,S33G01N170,2019-01-15,2018-2019,65,인천전자랜드,16,원주DB,1,3,carryover,0,2019-01-09,2019-01-13,2019-01-06,2019-01-12,train,2021-04-06,2023-03-29
1506,S33G01N172,2019-01-16,2018-2019,70,안양KGC,10,울산현대모비스,0,3,carryover,0,2019-01-08,2019-01-13,2019-01-08,2019-01-12,train,2021-04-06,2023-03-29
1507,S33G01N173,2019-01-16,2018-2019,06,부산KT,35,서울삼성,0,3,carryover,0,2019-01-09,2019-01-13,2019-01-10,2019-01-13,train,2021-04-06,2023-03-29
1508,S33G01N174,2019-01-23,2018-2019,30,고양오리온,55,서울SK,1,3,carryover,0,2019-01-09,2019-01-15,2019-01-08,2019-01-12,train,2021-04-06,2023-03-29
1509,S33G01N175,2019-01-23,2018-2019,60,전주KCC,65,인천전자랜드,1,3,carryover,0,2019-01-08,2019-01-13,2019-01-12,2019-01-15,train,2021-04-06,2023-03-29
1510,S33G01N176,2019-01-24,2018-2019,06,부산KT,10,울산현대모비스,0,3,carryover,0,2019-01-11,2019-01-16,2019-01-10,2019-01-16,train,2021-04-06,2023-03-29
1511,S33G01N177,2019-01-24,2018-2019,16,원주DB,70,안양KGC,1,3,carryover,0,2019-01-09,2019-01-15,2019-01-11,2019-01-16,train,2021-04-06,2023-03-29
1512,S33G01N178,2019-01-25,2018-2019,35,서울삼성,60,전주KCC,0,3,carryover,0,2019-01-12,2019-01-16,2019-01-11,2019-01-23,train,2021-04-06,2023-03-29
1513,S33G01N179,2019-01-25,2018-2019,55,서울SK,50,창원LG,0,3,carryover,0,2019-01-10,2019-01-23,2019-01-12,2019-01-15,train,2021-04-06,2023-03-29
1514,S33G01N180,2019-01-26,2018-2019,06,부산KT,16,원주DB,0,3,carryover,0,2019-01-13,2019-01-24,2019-01-12,2019-01-24,train,2021-04-06,2023-03-29
1515,S33G01N181,2019-01-26,2018-2019,65,인천전자랜드,10,울산현대모비스,1,3,carryover,0,2019-01-13,2019-01-23,2019-01-12,2019-01-24,train,2021-04-06,2023-03-29
1516,S33G01N182,2019-01-26,2018-2019,30,고양오리온,70,안양KGC,1,3,carryover,0,2019-01-11,2019-01-23,2019-01-13,2019-01-24,train,2021-04-06,2023-03-29
1517,S33G01N183,2019-01-27,2018-2019,55,서울SK,10,울산현대모비스,0,3,carryover,0,2019-01-12,2019-01-25,2019-01-16,2019-01-26,train,2021-04-06,2023-03-29
1518,S33G01N184,2019-01-27,2018-2019,50,창원LG,35,서울삼성,1,3,carryover,0,2019-01-13,2019-01-25,2019-01-13,2019-01-25,train,2021-04-06,2023-03-29
1519,S33G01N185,2019-01-27,2018-2019,16,원주DB,60,전주KCC,0,3,carryover,0,2019-01-15,2019-01-26,2019-01-13,2019-01-25,train,2021-04-06,2023-03-29
1520,S33G01N186,2019-01-29,2018-2019,35,서울삼성,06,부산KT,0,3,carryover,0,2019-01-16,2019-01-27,2019-01-16,2019-01-26,train,2021-04-06,2023-03-29
1521,S33G01N187,2019-01-29,2018-2019,60,전주KCC,70,안양KGC,1,3,carryover,0,2019-01-23,2019-01-27,2019-01-16,2019-01-26,train,2021-04-06,2023-03-29
1522,S33G01N188,2019-01-30,2018-2019,10,울산현대모비스,30,고양오리온,0,3,carryover,0,2019-01-24,2019-01-27,2019-01-15,2019-01-26,train,2021-04-06,2023-03-29
1523,S33G01N189,2019-01-30,2018-2019,50,창원LG,16,원주DB,1,3,carryover,0,2019-01-15,2019-01-27,2019-01-24,2019-01-27,train,2021-04-06,2023-03-29
1524,S33G01N190,2019-01-31,2018-2019,55,서울SK,60,전주KCC,1,3,carryover,0,2019-01-23,2019-01-27,2019-01-25,2019-01-29,train,2021-04-06,2023-03-29
1525,S33G01N191,2019-01-31,2018-2019,06,부산KT,70,안양KGC,1,3,carryover,0,2019-01-24,2019-01-29,2019-01-24,2019-01-29,train,2021-04-06,2023-03-29
1526,S33G01N192,2019-02-01,2018-2019,35,서울삼성,16,원주DB,0,3,carryover,0,2019-01-25,2019-01-29,2019-01-26,2019-01-30,train,2021-04-06,2023-03-29
1527,S33G01N193,2019-02-01,2018-2019,30,고양오리온,65,인천전자랜드,0,3,carryover,0,2019-01-23,2019-01-30,2019-01-15,2019-01-26,train,2021-04-06,2023-03-29
1528,S33G01N194,2019-02-02,2018-2019,10,울산현대모비스,06,부산KT,1,3,carryover,0,2019-01-26,2019-01-30,2019-01-26,2019-01-31,train,2021-04-06,2023-03-29
1529,S33G01N195,2019-02-02,2018-2019,50,창원LG,60,전주KCC,1,3,carryover,0,2019-01-25,2019-01-30,2019-01-27,2019-01-31,train,2021-04-06,2023-03-29
1530,S33G01N196,2019-02-03,2018-2019,65,인천전자랜드,35,서울삼성,1,3,carryover,0,2019-01-23,2019-02-01,2019-01-27,2019-02-01,train,2021-04-06,2023-03-29
1531,S33G01N197,2019-02-03,2018-2019,16,원주DB,70,안양KGC,0,3,carryover,0,2019-01-27,2019-02-01,2019-01-26,2019-01-31,train,2021-04-06,2023-03-29
1532,S33G01N198,2019-02-03,2018-2019,55,서울SK,30,고양오리온,0,3,carryover,0,2019-01-25,2019-01-31,2019-01-26,2019-02-01,train,2021-04-06,2023-03-29
1533,S33G01N199,2019-02-04,2018-2019,06,부산KT,60,전주KCC,1,3,carryover,0,2019-01-29,2019-02-02,2019-01-29,2019-02-02,train,2021-04-06,2023-03-29
1534,S33G01N200,2019-02-04,2018-2019,50,창원LG,10,울산현대모비스,0,3,carryover,0,2019-01-27,2019-02-02,2019-01-27,2019-02-02,train,2021-04-06,2023-03-29
1535,S33G01N201,2019-02-05,2018-2019,30,고양오리온,16,원주DB,0,3,carryover,0,2019-01-30,2019-02-03,2019-01-30,2019-02-03,train,2021-04-06,2023-03-29
1536,S33G01N202,2019-02-05,2018-2019,35,서울삼성,55,서울SK,0,3,carryover,0,2019-01-29,2019-02-03,2019-01-27,2019-02-03,train,2021-04-06,2023-03-29
1537,S33G01N203,2019-02-05,2018-2019,70,안양KGC,65,인천전자랜드,0,3,carryover,0,2019-01-29,2019-02-03,2019-01-26,2019-02-03,train,2021-04-06,2023-03-29
1538,S33G01N204,2019-02-06,2018-2019,10,울산현대모비스,60,전주KCC,1,3,carryover,0,2019-01-30,2019-02-04,2019-01-31,2019-02-04,train,2021-04-06,2023-03-29
1539,S33G01N205,2019-02-06,2018-2019,06,부산KT,50,창원LG,0,3,carryover,0,2019-01-31,2019-02-04,2019-01-30,2019-02-04,train,2021-04-06,2023-03-29
1540,S33G01N206,2019-02-07,2018-2019,35,서울삼성,30,고양오리온,0,3,carryover,0,2019-02-01,2019-02-05,2019-02-01,2019-02-05,train,2021-04-06,2023-03-29
1541,S33G01N207,2019-02-08,2018-2019,16,원주DB,65,인천전자랜드,0,3,carryover,0,2019-02-01,2019-02-05,2019-02-01,2019-02-05,train,2021-04-06,2023-03-29
1542,S33G01N208,2019-02-09,2018-2019,55,서울SK,50,창원LG,1,3,carryover,0,2019-01-31,2019-02-05,2019-02-02,2019-02-06,train,2021-04-06,2023-03-29
1543,S33G01N209,2019-02-09,2018-2019,30,고양오리온,06,부산KT,1,3,carryover,0,2019-02-03,2019-02-07,2019-02-02,2019-02-06,train,2021-04-06,2023-03-29
1544,S33G01N210,2019-02-09,2018-2019,70,안양KGC,10,울산현대모비스,0,3,carryover,0,2019-01-31,2019-02-05,2019-02-02,2019-02-06,train,2021-04-06,2023-03-29
1545,S33G01N211,2019-02-10,2018-2019,16,원주DB,55,서울SK,1,3,carryover,0,2019-02-03,2019-02-08,2019-02-03,2019-02-09,train,2021-04-06,2023-03-29
1546,S33G01N212,2019-02-10,2018-2019,60,전주KCC,65,인천전자랜드,0,3,carryover,0,2019-02-02,2019-02-06,2019-02-03,2019-02-08,train,2021-04-06,2023-03-29
1547,S33G01N213,2019-02-10,2018-2019,35,서울삼성,70,안양KGC,0,3,carryover,0,2019-02-03,2019-02-07,2019-02-03,2019-02-09,train,2021-04-06,2023-03-29
1548,S33G01N214,2019-02-12,2018-2019,50,창원LG,70,안양KGC,1,3,carryover,0,2019-02-04,2019-02-09,2019-02-05,2019-02-10,train,2021-04-06,2023-03-29
1549,S33G01N215,2019-02-12,2018-2019,55,서울SK,65,인천전자랜드,1,3,carryover,0,2019-02-05,2019-02-10,2019-02-05,2019-02-10,train,2021-04-06,2023-03-29
1550,S33G01N216,2019-02-13,2018-2019,35,서울삼성,10,울산현대모비스,0,3,carryover,0,2019-02-05,2019-02-10,2019-02-04,2019-02-09,train,2021-04-06,2023-03-29
1551,S33G01N217,2019-02-13,2018-2019,16,원주DB,06,부산KT,1,3,carryover,0,2019-02-05,2019-02-10,2019-02-04,2019-02-09,train,2021-04-06,2023-03-29
1552,S33G01N218,2019-02-14,2018-2019,65,인천전자랜드,50,창원LG,1,3,carryover,0,2019-02-08,2019-02-12,2019-02-06,2019-02-12,train,2021-04-06,2023-03-29
1553,S33G01N219,2019-02-14,2018-2019,60,전주KCC,30,고양오리온,1,3,carryover,0,2019-02-04,2019-02-10,2019-02-05,2019-02-09,train,2021-04-06,2023-03-29
1554,S33G01N220,2019-02-15,2018-2019,10,울산현대모비스,16,원주DB,1,3,carryover,0,2019-02-06,2019-02-13,2019-02-08,2019-02-13,train,2021-04-06,2023-03-29
1555,S33G01N221,2019-02-15,2018-2019,55,서울SK,70,안양KGC,1,3,carryover,0,2019-02-09,2019-02-12,2019-02-09,2019-02-12,train,2021-04-06,2023-03-29
1556,S33G01N222,2019-02-16,2018-2019,50,창원LG,30,고양오리온,1,3,carryover,0,2019-02-09,2019-02-14,2019-02-07,2019-02-14,train,2021-04-06,2023-03-29
1557,S33G01N223,2019-02-16,2018-2019,06,부산KT,65,인천전자랜드,0,3,carryover,0,2019-02-06,2019-02-13,2019-02-10,2019-02-14,train,2021-04-06,2023-03-29
1558,S33G01N224,2019-02-16,2018-2019,35,서울삼성,60,전주KCC,1,3,carryover,0,2019-02-07,2019-02-13,2019-02-06,2019-02-14,train,2021-04-06,2023-03-29
1559,S33G01N225,2019-02-17,2018-2019,55,서울SK,06,부산KT,0,3,carryover,0,2019-02-10,2019-02-15,2019-02-09,2019-02-16,train,2021-04-06,2023-03-29
1560,S33G01N226,2019-02-17,2018-2019,10,울산현대모비스,70,안양KGC,0,3,carryover,0,2019-02-09,2019-02-15,2019-02-10,2019-02-15,train,2021-04-06,2023-03-29
1561,S33G01N227,2019-02-17,2018-2019,16,원주DB,30,고양오리온,0,3,carryover,0,2019-02-10,2019-02-15,2019-02-09,2019-02-16,train,2021-04-06,2023-03-29
1562,S33G01N228,2019-02-28,2018-2019,35,서울삼성,50,창원LG,0,3,carryover,0,2019-02-10,2019-02-16,2019-02-12,2019-02-16,train,2021-04-06,2023-03-29
1563,S33G01N229,2019-02-28,2018-2019,16,원주DB,06,부산KT,0,3,carryover,0,2019-02-13,2019-02-17,2019-02-13,2019-02-17,train,2021-04-06,2023-03-29
1564,S33G01N230,2019-03-01,2018-2019,10,울산현대모비스,30,고양오리온,1,3,carryover,0,2019-02-13,2019-02-17,2019-02-14,2019-02-17,train,2021-04-06,2023-03-29
1565,S33G01N231,2019-03-01,2018-2019,55,서울SK,60,전주KCC,0,3,carryover,0,2019-02-12,2019-02-17,2019-02-10,2019-02-16,train,2021-04-06,2023-03-29
1566,S33G01N232,2019-03-02,2018-2019,50,창원LG,70,안양KGC,1,3,carryover,0,2019-02-14,2019-02-28,2019-02-12,2019-02-17,train,2021-04-06,2023-03-29
1567,S33G01N233,2019-03-02,2018-2019,35,서울삼성,06,부산KT,0,3,carryover,0,2019-02-13,2019-02-28,2019-02-16,2019-02-28,train,2021-04-06,2023-03-29
1568,S33G01N234,2019-03-02,2018-2019,65,인천전자랜드,16,원주DB,1,3,carryover,0,2019-02-12,2019-02-16,2019-02-15,2019-02-28,train,2021-04-06,2023-03-29
1569,S33G01N235,2019-03-03,2018-2019,60,전주KCC,10,울산현대모비스,0,3,carryover,0,2019-02-14,2019-03-01,2019-02-15,2019-03-01,train,2021-04-06,2023-03-29
1570,S33G01N236,2019-03-03,2018-2019,30,고양오리온,55,서울SK,0,3,carryover,0,2019-02-16,2019-03-01,2019-02-15,2019-03-01,train,2021-04-06,2023-03-29
1571,S33G01N237,2019-03-03,2018-2019,35,서울삼성,65,인천전자랜드,0,3,carryover,0,2019-02-16,2019-03-02,2019-02-14,2019-03-02,train,2021-04-06,2023-03-29
1572,S33G01N238,2019-03-05,2018-2019,60,전주KCC,16,원주DB,1,3,carryover,0,2019-02-16,2019-03-03,2019-02-17,2019-03-02,train,2021-04-06,2023-03-29
1573,S33G01N239,2019-03-05,2018-2019,65,인천전자랜드,55,서울SK,1,3,carryover,0,2019-02-16,2019-03-03,2019-02-17,2019-03-03,train,2021-04-06,2023-03-29
1574,S33G01N240,2019-03-06,2018-2019,10,울산현대모비스,50,창원LG,1,3,carryover,0,2019-02-17,2019-03-03,2019-02-16,2019-03-02,train,2021-04-06,2023-03-29
1575,S33G01N241,2019-03-06,2018-2019,35,서울삼성,30,고양오리온,0,3,carryover,0,2019-02-28,2019-03-03,2019-02-17,2019-03-03,train,2021-04-06,2023-03-29
1576,S33G01N242,2019-03-07,2018-2019,06,부산KT,65,인천전자랜드,1,3,carryover,0,2019-02-17,2019-03-02,2019-03-02,2019-03-05,train,2021-04-06,2023-03-29
1577,S33G01N243,2019-03-07,2018-2019,60,전주KCC,70,안양KGC,1,3,carryover,0,2019-03-01,2019-03-05,2019-02-15,2019-03-02,train,2021-04-06,2023-03-29
1578,S33G01N244,2019-03-08,2018-2019,16,원주DB,35,서울삼성,1,3,carryover,0,2019-02-28,2019-03-05,2019-03-02,2019-03-06,train,2021-04-06,2023-03-29
1579,S33G01N245,2019-03-08,2018-2019,55,서울SK,50,창원LG,1,3,carryover,0,2019-03-01,2019-03-05,2019-02-28,2019-03-06,train,2021-04-06,2023-03-29
1580,S33G01N246,2019-03-09,2018-2019,30,고양오리온,60,전주KCC,0,3,carryover,0,2019-03-01,2019-03-06,2019-03-03,2019-03-07,train,2021-04-06,2023-03-29
1581,S33G01N247,2019-03-09,2018-2019,65,인천전자랜드,70,안양KGC,1,3,carryover,0,2019-03-03,2019-03-07,2019-02-17,2019-03-07,train,2021-04-06,2023-03-29
1582,S33G01N248,2019-03-09,2018-2019,10,울산현대모비스,06,부산KT,1,3,carryover,0,2019-03-01,2019-03-06,2019-02-28,2019-03-07,train,2021-04-06,2023-03-29
1583,S33G01N249,2019-03-10,2018-2019,55,서울SK,16,원주DB,1,3,carryover,0,2019-03-03,2019-03-08,2019-03-02,2019-03-08,train,2021-04-06,2023-03-29
1584,S33G01N250,2019-03-10,2018-2019,50,창원LG,30,고양오리온,1,3,carryover,0,2019-03-02,2019-03-08,2019-03-03,2019-03-09,train,2021-04-06,2023-03-29
1585,S33G01N251,2019-03-10,2018-2019,06,부산KT,70,안양KGC,0,3,carryover,0,2019-03-02,2019-03-09,2019-03-02,2019-03-09,train,2021-04-06,2023-03-29
1586,S33G01N252,2019-03-12,2018-2019,10,울산현대모비스,55,서울SK,1,3,carryover,0,2019-03-03,2019-03-09,2019-03-05,2019-03-10,train,2021-04-06,2023-03-29
1587,S33G01N253,2019-03-12,2018-2019,30,고양오리온,65,인천전자랜드,1,3,carryover,0,2019-03-06,2019-03-10,2019-03-05,2019-03-09,train,2021-04-06,2023-03-29
1588,S33G01N254,2019-03-13,2018-2019,60,전주KCC,35,서울삼성,1,3,carryover,0,2019-03-05,2019-03-09,2019-03-03,2019-03-08,train,2021-04-06,2023-03-29
1589,S33G01N255,2019-03-13,2018-2019,50,창원LG,06,부산KT,1,3,carryover,0,2019-03-06,2019-03-10,2019-03-07,2019-03-10,train,2021-04-06,2023-03-29
1590,S33G01N256,2019-03-14,2018-2019,70,안양KGC,16,원주DB,1,3,carryover,0,2019-03-07,2019-03-10,2019-03-05,2019-03-10,train,2021-04-06,2023-03-29
1591,S33G01N257,2019-03-14,2018-2019,65,인천전자랜드,10,울산현대모비스,0,3,carryover,0,2019-03-07,2019-03-12,2019-03-06,2019-03-12,train,2021-04-06,2023-03-29
1592,S33G01N258,2019-03-15,2018-2019,55,서울SK,35,서울삼성,1,3,carryover,0,2019-03-08,2019-03-12,2019-03-06,2019-03-13,train,2021-04-06,2023-03-29
1593,S33G01N259,2019-03-15,2018-2019,06,부산KT,60,전주KCC,1,3,carryover,0,2019-03-09,2019-03-13,2019-03-07,2019-03-13,train,2021-04-06,2023-03-29
1594,S33G01N260,2019-03-16,2018-2019,16,원주DB,10,울산현대모비스,0,3,carryover,0,2019-03-08,2019-03-14,2019-03-09,2019-03-14,train,2021-04-06,2023-03-29
1595,S33G01N261,2019-03-16,2018-2019,70,안양KGC,30,고양오리온,0,3,carryover,0,2019-03-09,2019-03-14,2019-03-09,2019-03-12,train,2021-04-06,2023-03-29
1596,S33G01N262,2019-03-16,2018-2019,50,창원LG,65,인천전자랜드,1,3,carryover,0,2019-03-08,2019-03-13,2019-03-09,2019-03-14,train,2021-04-06,2023-03-29
1597,S33G01N263,2019-03-17,2018-2019,70,안양KGC,35,서울삼성,1,3,carryover,0,2019-03-10,2019-03-16,2019-03-08,2019-03-15,train,2021-04-06,2023-03-29
1598,S33G01N264,2019-03-17,2018-2019,06,부산KT,55,서울SK,0,3,carryover,0,2019-03-10,2019-03-15,2019-03-10,2019-03-15,train,2021-04-06,2023-03-29
1599,S33G01N265,2019-03-17,2018-2019,50,창원LG,60,전주KCC,1,3,carryover,0,2019-03-10,2019-03-16,2019-03-09,2019-03-15,train,2021-04-06,2023-03-29
1600,S33G01N266,2019-03-19,2018-2019,10,울산현대모비스,35,서울삼성,1,3,carryover,0,2019-03-12,2019-03-16,2019-03-13,2019-03-17,train,2021-04-06,2023-03-29
1601,S33G01N267,2019-03-19,2018-2019,70,안양KGC,55,서울SK,1,3,carryover,0,2019-03-14,2019-03-17,2019-03-12,2019-03-17,train,2021-04-06,2023-03-29
1602,S33G01N268,2019-03-19,2018-2019,16,원주DB,50,창원LG,1,3,carryover,0,2019-03-10,2019-03-16,2019-03-13,2019-03-17,train,2021-04-06,2023-03-29
1603,S33G01N269,2019-03-19,2018-2019,65,인천전자랜드,60,전주KCC,0,3,carryover,0,2019-03-12,2019-03-16,2019-03-13,2019-03-17,train,2021-04-06,2023-03-29
1604,S33G01N270,2019-03-19,2018-2019,30,고양오리온,06,부산KT,1,3,carryover,0,2019-03-10,2019-03-16,2019-03-13,2019-03-17,train,2021-04-06,2023-03-29
1605,S35G01N1,2019-10-05,2019-2020,10,울산현대모비스,65,인천전자랜드,0,3,carryover,1,2019-03-14,2019-03-19,2019-03-14,2019-03-19,train,2021-04-06,2023-03-29
1606,S35G01N2,2019-10-05,2019-2020,60,전주KCC,55,서울SK,1,3,carryover,1,2019-03-15,2019-03-19,2019-03-15,2019-03-19,train,2021-04-06,2023-03-29
1607,S35G01N3,2019-10-05,2019-2020,50,창원LG,35,서울삼성,0,3,carryover,1,2019-03-16,2019-03-19,2019-03-15,2019-03-19,train,2021-04-06,2023-03-29
1608,S35G01N4,2019-10-05,2019-2020,30,고양오리온,70,안양KGC,0,3,carryover,1,2019-03-12,2019-03-19,2019-03-16,2019-03-19,train,2021-04-06,2023-03-29
1609,S35G01N5,2019-10-06,2019-2020,06,부산KT,55,서울SK,0,3,carryover,1,2019-03-15,2019-03-19,2019-03-17,2019-10-05,train,2021-04-06,2023-03-29
1610,S35G01N6,2019-10-06,2019-2020,16,원주DB,60,전주KCC,1,3,carryover,1,2019-03-14,2019-03-19,2019-03-17,2019-10-05,train,2021-04-06,2023-03-29
1611,S35G01N7,2019-10-06,2019-2020,65,인천전자랜드,35,서울삼성,1,3,carryover,1,2019-03-16,2019-10-05,2019-03-17,2019-10-05,train,2021-04-06,2023-03-29
1612,S35G01N8,2019-10-06,2019-2020,70,안양KGC,50,창원LG,1,3,carryover,1,2019-03-17,2019-10-05,2019-03-17,2019-10-05,train,2021-04-06,2023-03-29
1613,S35G01N9,2019-10-08,2019-2020,65,인천전자랜드,30,고양오리온,1,3,carryover,1,2019-03-19,2019-10-06,2019-03-16,2019-10-05,train,2021-04-06,2023-03-29
1614,S35G01N10,2019-10-09,2019-2020,70,안양KGC,16,원주DB,0,3,carryover,1,2019-03-19,2019-10-06,2019-03-16,2019-10-06,train,2021-04-06,2023-03-29
1615,S35G01N11,2019-10-09,2019-2020,60,전주KCC,35,서울삼성,1,3,carryover,1,2019-03-19,2019-10-06,2019-03-19,2019-10-06,train,2021-04-06,2023-03-29
1616,S35G01N12,2019-10-09,2019-2020,50,창원LG,55,서울SK,0,3,carryover,1,2019-03-19,2019-10-06,2019-03-19,2019-10-06,train,2021-04-06,2023-03-29
1617,S35G01N13,2019-10-10,2019-2020,30,고양오리온,06,부산KT,0,3,carryover,1,2019-03-19,2019-10-08,2019-03-17,2019-10-06,train,2021-04-06,2023-03-29
1618,S35G01N14,2019-10-11,2019-2020,60,전주KCC,50,창원LG,1,3,carryover,0,2019-10-05,2019-10-09,2019-10-05,2019-10-09,train,2021-04-06,2023-03-29
1619,S35G01N15,2019-10-12,2019-2020,16,원주DB,55,서울SK,1,3,carryover,1,2019-03-19,2019-10-09,2019-10-05,2019-10-09,train,2021-04-06,2023-03-29
1620,S35G01N16,2019-10-12,2019-2020,30,고양오리온,10,울산현대모비스,1,3,carryover,1,2019-10-05,2019-10-10,2019-03-16,2019-10-05,train,2021-04-06,2023-03-29
1621,S35G01N17,2019-10-12,2019-2020,06,부산KT,35,서울삼성,1,3,carryover,1,2019-03-19,2019-10-10,2019-10-05,2019-10-09,train,2021-04-06,2023-03-29
1622,S35G01N18,2019-10-13,2019-2020,50,창원LG,16,원주DB,0,3,carryover,0,2019-10-06,2019-10-11,2019-10-06,2019-10-12,train,2021-04-06,2023-03-29
1623,S35G01N19,2019-10-13,2019-2020,70,안양KGC,55,서울SK,0,3,carryover,0,2019-10-05,2019-10-09,2019-10-06,2019-10-12,train,2021-04-06,2023-03-29
1624,S35G01N20,2019-10-13,2019-2020,10,울산현대모비스,35,서울삼성,0,3,carryover,1,2019-03-19,2019-10-12,2019-10-06,2019-10-12,train,2021-04-06,2023-03-29
1625,S35G01N21,2019-10-13,2019-2020,06,부산KT,65,인천전자랜드,0,3,carryover,0,2019-10-06,2019-10-12,2019-10-05,2019-10-08,train,2021-04-06,2023-03-29
1626,S35G01N22,2019-10-16,2019-2020,50,창원LG,30,고양오리온,1,3,carryover,0,2019-10-09,2019-10-13,2019-10-08,2019-10-12,train,2021-04-06,2023-03-29
1627,S35G01N23,2019-10-17,2019-2020,06,부산KT,60,전주KCC,1,3,carryover,0,2019-10-10,2019-10-13,2019-10-06,2019-10-11,train,2021-04-06,2023-03-29
1628,S35G01N24,2019-10-18,2019-2020,70,안양KGC,10,울산현대모비스,0,3,carryover,0,2019-10-06,2019-10-13,2019-10-05,2019-10-13,train,2021-04-06,2023-03-29
1629,S35G01N25,2019-10-19,2019-2020,65,인천전자랜드,60,전주KCC,0,3,carryover,0,2019-10-06,2019-10-13,2019-10-09,2019-10-17,train,2021-04-06,2023-03-29
1630,S35G01N26,2019-10-19,2019-2020,30,고양오리온,55,서울SK,0,3,carryover,0,2019-10-10,2019-10-16,2019-10-09,2019-10-13,train,2021-04-06,2023-03-29
1631,S35G01N27,2019-10-19,2019-2020,50,창원LG,06,부산KT,1,3,carryover,0,2019-10-11,2019-10-16,2019-10-12,2019-10-17,train,2021-04-06,2023-03-29
1632,S35G01N28,2019-10-20,2019-2020,60,전주KCC,10,울산현대모비스,0,3,carryover,0,2019-10-11,2019-10-19,2019-10-12,2019-10-18,train,2021-04-06,2023-03-29
1633,S35G01N29,2019-10-20,2019-2020,70,안양KGC,35,서울삼성,1,3,carryover,0,2019-10-09,2019-10-18,2019-10-09,2019-10-13,train,2021-04-06,2023-03-29
1634,S35G01N30,2019-10-20,2019-2020,65,인천전자랜드,55,서울SK,0,3,carryover,0,2019-10-08,2019-10-19,2019-10-12,2019-10-19,train,2021-04-06,2023-03-29
1635,S35G01N31,2019-10-20,2019-2020,06,부산KT,16,원주DB,0,3,carryover,0,2019-10-13,2019-10-19,2019-10-09,2019-10-13,train,2021-04-06,2023-03-29
1636,S35G01N32,2019-10-22,2019-2020,10,울산현대모비스,50,창원LG,1,3,carryover,0,2019-10-13,2019-10-20,2019-10-13,2019-10-19,train,2021-04-06,2023-03-29
1637,S35G01N33,2019-10-23,2019-2020,16,원주DB,30,고양오리온,0,3,carryover,0,2019-10-12,2019-10-20,2019-10-12,2019-10-19,train,2021-04-06,2023-03-29
1638,S35G01N34,2019-10-24,2019-2020,70,안양KGC,60,전주KCC,0,3,carryover,0,2019-10-13,2019-10-20,2019-10-17,2019-10-20,train,2021-04-06,2023-03-29
1639,S35G01N35,2019-10-25,2019-2020,16,원주DB,10,울산현대모비스,1,3,carryover,0,2019-10-13,2019-10-23,2019-10-18,2019-10-22,train,2021-04-06,2023-03-29
1640,S35G01N36,2019-10-26,2019-2020,30,고양오리온,60,전주KCC,0,3,carryover,0,2019-10-16,2019-10-23,2019-10-19,2019-10-24,train,2021-04-06,2023-03-29
1641,S35G01N37,2019-10-26,2019-2020,55,서울SK,35,서울삼성,1,3,carryover,0,2019-10-13,2019-10-20,2019-10-12,2019-10-20,train,2021-04-06,2023-03-29
1642,S35G01N38,2019-10-26,2019-2020,06,부산KT,70,안양KGC,1,3,carryover,0,2019-10-17,2019-10-20,2019-10-18,2019-10-24,train,2021-04-06,2023-03-29
1643,S35G01N39,2019-10-27,2019-2020,65,인천전자랜드,16,원주DB,1,3,carryover,0,2019-10-13,2019-10-20,2019-10-20,2019-10-25,train,2021-04-06,2023-03-29
